流水号,日期,关联单号,对手方,摘要,收入元,支出元,余额元,币种,标识
KS-INJECTION-1000-B0364,2025-09-25,KS-INJECTION-1000-VAT-202509,模拟税费账户,增值税,0,377527,15961893,CNY,SYNTHETIC
KS-INJECTION-1000-B0365,2025-09-25,KS-INJECTION-1000-CIT-202509,模拟税费账户,所得税,0,397165,15564728,CNY,SYNTHETIC
KS-INJECTION-1000-B0366,2025-10-12,KS-INJECTION-1000-S-202510-1,模拟下游1,销售回款,1919793,0,17484521,CNY,SYNTHETIC
KS-INJECTION-1000-B0367,2025-10-13,KS-INJECTION-1000-S-202510-2,模拟下游2,销售回款,1863329,0,19347850,CNY,SYNTHETIC
KS-INJECTION-1000-B0368,2025-10-14,KS-INJECTION-1000-S-202510-3,模拟下游3,销售回款,1863330,0,21211180,CNY,SYNTHETIC
KS-INJECTION-1000-B0369,2025-10-16,KS-INJECTION-1000-P-202510-1,模拟原料商1,原料付款,0,1456784,19754396,CNY,SYNTHETIC
KS-INJECTION-1000-B0370,2025-10-17,KS-INJECTION-1000-P-202510-2,模拟原料商2,原料付款,0,971190,18783206,CNY,SYNTHETIC
KS-INJECTION-1000-B0371,2025-10-25,KS-INJECTION-1000-PAY-202510,模拟工资代发,工资,0,520000,18263206,CNY,SYNTHETIC
KS-INJECTION-1000-B0372,2025-10-25,KS-INJECTION-1000-ELEC-202510,模拟供电结算,电费,0,265200,17998006,CNY,SYNTHETIC
KS-INJECTION-1000-B0373,2025-10-25,KS-INJECTION-1000-OPEX-202510,模拟费用结算,管理销售费用,0,320000,17678006,CNY,SYNTHETIC
KS-INJECTION-1000-B0374,2025-10-25,KS-INJECTION-1000-INT-202510,模拟融资机构,利息,0,25000,17653006,CNY,SYNTHETIC
KS-INJECTION-1000-B0375,2025-10-25,KS-INJECTION-1000-VAT-202510,模拟税费账户,增值税,0,370268,17282738,CNY,SYNTHETIC
KS-INJECTION-1000-B0376,2025-10-25,KS-INJECTION-1000-CIT-202510,模拟税费账户,所得税,0,384502,16898236,CNY,SYNTHETIC
KS-INJECTION-1000-B0377,2025-11-12,KS-INJECTION-1000-S-202511-1,模拟下游1,销售回款,1995077,0,18893313,CNY,SYNTHETIC
KS-INJECTION-1000-B0378,2025-11-13,KS-INJECTION-1000-S-202511-2,模拟下游2,销售回款,1936398,0,20829711,CNY,SYNTHETIC
KS-INJECTION-1000-B0379,2025-11-14,KS-INJECTION-1000-S-202511-3,模拟下游3,销售回款,1936398,0,22766109,CNY,SYNTHETIC
KS-INJECTION-1000-B0380,2025-11-16,KS-INJECTION-1000-P-202511-1,模拟原料商1,原料付款,0,1513911,21252198,CNY,SYNTHETIC
KS-INJECTION-1000-B0381,2025-11-17,KS-INJECTION-1000-P-202511-2,模拟原料商2,原料付款,0,1009274,20242924,CNY,SYNTHETIC
KS-INJECTION-1000-B0382,2025-11-25,KS-INJECTION-1000-PAY-202511,模拟工资代发,工资,0,520000,19722924,CNY,SYNTHETIC
KS-INJECTION-1000-B0383,2025-11-25,KS-INJECTION-1000-ELEC-202511,模拟供电结算,电费,0,275600,19447324,CNY,SYNTHETIC
KS-INJECTION-1000-B0384,2025-11-25,KS-INJECTION-1000-OPEX-202511,模拟费用结算,管理销售费用,0,320000,19127324,CNY,SYNTHETIC
KS-INJECTION-1000-B0385,2025-11-25,KS-INJECTION-1000-INT-202511,模拟融资机构,利息,0,25000,19102324,CNY,SYNTHETIC
KS-INJECTION-1000-B0386,2025-11-25,KS-INJECTION-1000-VAT-202511,模拟税费账户,增值税,0,384787,18717537,CNY,SYNTHETIC
KS-INJECTION-1000-B0387,2025-11-25,KS-INJECTION-1000-CIT-202511,模拟税费账户,所得税,0,409825,18307712,CNY,SYNTHETIC
KS-INJECTION-1000-B0388,2025-12-12,KS-INJECTION-1000-S-202512-1,模拟下游1,销售回款,2070365,0,20378077,CNY,SYNTHETIC
KS-INJECTION-1000-B0389,2025-12-13,KS-INJECTION-1000-S-202512-2,模拟下游2,销售回款,2009471,0,22387548,CNY,SYNTHETIC
KS-INJECTION-1000-B0390,2025-12-14,KS-INJECTION-1000-S-202512-3,模拟下游3,销售回款,2009472,0,24397020,CNY,SYNTHETIC
KS-INJECTION-1000-B0391,2025-12-16,KS-INJECTION-1000-P-202512-1,模拟原料商1,原料付款,0,1571041,22825979,CNY,SYNTHETIC
KS-INJECTION-1000-B0392,2025-12-17,KS-INJECTION-1000-P-202512-2,模拟原料商2,原料付款,0,1047361,21778618,CNY,SYNTHETIC
KS-INJECTION-1000-B0393,2025-12-25,KS-INJECTION-1000-PAY-202512,模拟工资代发,工资,0,520000,21258618,CNY,SYNTHETIC
KS-INJECTION-1000-B0394,2025-12-25,KS-INJECTION-1000-ELEC-202512,模拟供电结算,电费,0,286000,20972618,CNY,SYNTHETIC
KS-INJECTION-1000-B0395,2025-12-25,KS-INJECTION-1000-OPEX-202512,模拟费用结算,管理销售费用,0,320000,20652618,CNY,SYNTHETIC
KS-INJECTION-1000-B0396,2025-12-25,KS-INJECTION-1000-INT-202512,模拟融资机构,利息,0,25000,20627618,CNY,SYNTHETIC
KS-INJECTION-1000-B0397,2025-12-25,KS-INJECTION-1000-VAT-202512,模拟税费账户,增值税,0,399308,20228310,CNY,SYNTHETIC
KS-INJECTION-1000-B0398,2025-12-25,KS-INJECTION-1000-CIT-202512,模拟税费账户,所得税,0,435150,19793160,CNY,SYNTHETIC
KS-INJECTION-1000-B0399,2025-12-28,KS-INJECTION-1000-DIV-2025,模拟股东,利润分配（筹资）,0,15793160,4000000,CNY,SYNTHETIC
KS-INJECTION-1000-B0400,2026-01-12,KS-INJECTION-1000-S-202601-1,模拟下游1,销售回款,1609914,0,5609914,CNY,SYNTHETIC
KS-INJECTION-1000-B0401,2026-01-13,KS-INJECTION-1000-S-202601-2,模拟下游2,销售回款,1562564,0,7172478,CNY,SYNTHETIC
KS-INJECTION-1000-B0402,2026-01-14,KS-INJECTION-1000-S-202601-3,模拟下游3,销售回款,1562564,0,8735042,CNY,SYNTHETIC
KS-INJECTION-1000-B0403,2026-01-16,KS-INJECTION-1000-P-202601-1,模拟原料商1,原料付款,0,1233980,7501062,CNY,SYNTHETIC
KS-INJECTION-1000-B0404,2026-01-17,KS-INJECTION-1000-P-202601-2,模拟原料商2,原料付款,0,822654,6678408,CNY,SYNTHETIC
KS-INJECTION-1000-B0405,2026-01-25,KS-INJECTION-1000-PAY-202601,模拟工资代发,工资,0,520000,6158408,CNY,SYNTHETIC
KS-INJECTION-1000-B0406,2026-01-25,KS-INJECTION-1000-ELEC-202601,模拟供电结算,电费,0,208000,5950408,CNY,SYNTHETIC
KS-INJECTION-1000-B0407,2026-01-25,KS-INJECTION-1000-OPEX-202601,模拟费用结算,管理销售费用,0,320000,5630408,CNY,SYNTHETIC
KS-INJECTION-1000-B0408,2026-01-25,KS-INJECTION-1000-INT-202601,模拟融资机构,利息,0,25000,5605408,CNY,SYNTHETIC
KS-INJECTION-1000-B0409,2026-01-25,KS-INJECTION-1000-VAT-202601,模拟税费账户,增值税,0,313638,5291770,CNY,SYNTHETIC
KS-INJECTION-1000-B0410,2026-01-25,KS-INJECTION-1000-CIT-202601,模拟税费账户,所得税,0,289900,5001870,CNY,SYNTHETIC
KS-INJECTION-1000-B0411,2026-02-12,KS-INJECTION-1000-S-202602-1,模拟下游1,销售回款,1448922,0,6450792,CNY,SYNTHETIC
KS-INJECTION-1000-B0412,2026-02-13,KS-INJECTION-1000-S-202602-2,模拟下游2,销售回款,1406307,0,7857099,CNY,SYNTHETIC
KS-INJECTION-1000-B0413,2026-02-14,KS-INJECTION-1000-S-202602-3,模拟下游3,销售回款,1406306,0,9263405,CNY,SYNTHETIC
KS-INJECTION-1000-B0414,2026-02-16,KS-INJECTION-1000-P-202602-1,模拟原料商1,原料付款,0,1110582,8152823,CNY,SYNTHETIC
KS-INJECTION-1000-B0415,2026-02-17,KS-INJECTION-1000-P-202602-2,模拟原料商2,原料付款,0,740389,7412434,CNY,SYNTHETIC
KS-INJECTION-1000-B0416,2026-02-25,KS-INJECTION-1000-PAY-202602,模拟工资代发,工资,0,520000,6892434,CNY,SYNTHETIC
KS-INJECTION-1000-B0417,2026-02-25,KS-INJECTION-1000-ELEC-202602,模拟供电结算,电费,0,187200,6705234,CNY,SYNTHETIC
KS-INJECTION-1000-B0418,2026-02-25,KS-INJECTION-1000-OPEX-202602,模拟费用结算,管理销售费用,0,320000,6385234,CNY,SYNTHETIC
KS-INJECTION-1000-B0419,2026-02-25,KS-INJECTION-1000-INT-202602,模拟融资机构,利息,0,25000,6360234,CNY,SYNTHETIC
KS-INJECTION-1000-B0420,2026-02-25,KS-INJECTION-1000-VAT-202602,模拟税费账户,增值税,0,282273,6077961,CNY,SYNTHETIC
KS-INJECTION-1000-B0421,2026-02-25,KS-INJECTION-1000-CIT-202602,模拟税费账户,所得税,0,234784,5843177,CNY,SYNTHETIC
KS-INJECTION-1000-B0422,2026-03-12,KS-INJECTION-1000-S-202603-1,模拟下游1,销售回款,2052641,0,7895818,CNY,SYNTHETIC
KS-INJECTION-1000-B0423,2026-03-13,KS-INJECTION-1000-S-202603-2,模拟下游2,销售回款,1992269,0,9888087,CNY,SYNTHETIC
KS-INJECTION-1000-B0424,2026-03-14,KS-INJECTION-1000-S-202603-3,模拟下游3,销售回款,1992271,0,11880358,CNY,SYNTHETIC
KS-INJECTION-1000-B0425,2026-03-16,KS-INJECTION-1000-P-202603-1,模拟原料商1,原料付款,0,1573326,10307032,CNY,SYNTHETIC
KS-INJECTION-1000-B0426,2026-03-17,KS-INJECTION-1000-P-202603-2,模拟原料商2,原料付款,0,1048884,9258148,CNY,SYNTHETIC
KS-INJECTION-1000-B0427,2026-03-25,KS-INJECTION-1000-PAY-202603,模拟工资代发,工资,0,520000,8738148,CNY,SYNTHETIC
KS-INJECTION-1000-B0428,2026-03-25,KS-INJECTION-1000-ELEC-202603,模拟供电结算,电费,0,265200,8472948,CNY,SYNTHETIC
KS-INJECTION-1000-B0429,2026-03-25,KS-INJECTION-1000-OPEX-202603,模拟费用结算,管理销售费用,0,320000,8152948,CNY,SYNTHETIC
KS-INJECTION-1000-B0430,2026-03-25,KS-INJECTION-1000-INT-202603,模拟融资机构,利息,0,25000,8127948,CNY,SYNTHETIC
KS-INJECTION-1000-B0431,2026-03-25,KS-INJECTION-1000-VAT-202603,模拟税费账户,增值税,0,399889,7728059,CNY,SYNTHETIC
KS-INJECTION-1000-B0432,2026-03-25,KS-INJECTION-1000-CIT-202603,模拟税费账户,所得税,0,441466,7286593,CNY,SYNTHETIC
KS-INJECTION-1000-B0433,2026-04-12,KS-INJECTION-1000-S-202604-1,模拟下游1,销售回款,2133137,0,9419730,CNY,SYNTHETIC
KS-INJECTION-1000-B0434,2026-04-13,KS-INJECTION-1000-S-202604-2,模拟下游2,销售回款,2070398,0,11490128,CNY,SYNTHETIC
KS-INJECTION-1000-B0435,2026-04-14,KS-INJECTION-1000-S-202604-3,模拟下游3,销售回款,2070399,0,13560527,CNY,SYNTHETIC
KS-INJECTION-1000-B0436,2026-04-16,KS-INJECTION-1000-P-202604-1,模拟原料商1,原料付款,0,1635025,11925502,CNY,SYNTHETIC
KS-INJECTION-1000-B0437,2026-04-17,KS-INJECTION-1000-P-202604-2,模拟原料商2,原料付款,0,1090016,10835486,CNY,SYNTHETIC
KS-INJECTION-1000-B0438,2026-04-25,KS-INJECTION-1000-PAY-202604,模拟工资代发,工资,0,520000,10315486,CNY,SYNTHETIC
KS-INJECTION-1000-B0439,2026-04-25,KS-INJECTION-1000-ELEC-202604,模拟供电结算,电费,0,275600,10039886,CNY,SYNTHETIC
KS-INJECTION-1000-B0440,2026-04-25,KS-INJECTION-1000-OPEX-202604,模拟费用结算,管理销售费用,0,320000,9719886,CNY,SYNTHETIC
KS-INJECTION-1000-B0441,2026-04-25,KS-INJECTION-1000-INT-202604,模拟融资机构,利息,0,25000,9694886,CNY,SYNTHETIC
KS-INJECTION-1000-B0442,2026-04-25,KS-INJECTION-1000-VAT-202604,模拟税费账户,增值税,0,415571,9279315,CNY,SYNTHETIC
KS-INJECTION-1000-B0443,2026-04-25,KS-INJECTION-1000-CIT-202604,模拟税费账户,所得税,0,469024,8810291,CNY,SYNTHETIC
KS-INJECTION-1000-B0444,2026-05-12,KS-INJECTION-1000-S-202605-1,模拟下游1,销售回款,2213633,0,11023924,CNY,SYNTHETIC
KS-INJECTION-1000-B0445,2026-05-13,KS-INJECTION-1000-S-202605-2,模拟下游2,销售回款,2148526,0,13172450,CNY,SYNTHETIC
KS-INJECTION-1000-B0446,2026-05-14,KS-INJECTION-1000-S-202605-3,模拟下游3,销售回款,2148528,0,15320978,CNY,SYNTHETIC
KS-INJECTION-1000-B0447,2026-05-16,KS-INJECTION-1000-P-202605-1,模拟原料商1,原料付款,0,1696725,13624253,CNY,SYNTHETIC
KS-INJECTION-1000-B0448,2026-05-17,KS-INJECTION-1000-P-202605-2,模拟原料商2,原料付款,0,1131149,12493104,CNY,SYNTHETIC
KS-INJECTION-1000-B0449,2026-05-25,KS-INJECTION-1000-PAY-202605,模拟工资代发,工资,0,520000,11973104,CNY,SYNTHETIC
KS-INJECTION-1000-B0450,2026-05-25,KS-INJECTION-1000-ELEC-202605,模拟供电结算,电费,0,286000,11687104,CNY,SYNTHETIC
KS-INJECTION-1000-B0451,2026-05-25,KS-INJECTION-1000-OPEX-202605,模拟费用结算,管理销售费用,0,320000,11367104,CNY,SYNTHETIC
KS-INJECTION-1000-B0452,2026-05-25,KS-INJECTION-1000-INT-202605,模拟融资机构,利息,0,25000,11342104,CNY,SYNTHETIC
KS-INJECTION-1000-B0453,2026-05-25,KS-INJECTION-1000-VAT-202605,模拟税费账户,增值税,0,431252,10910852,CNY,SYNTHETIC
KS-INJECTION-1000-B0454,2026-05-25,KS-INJECTION-1000-CIT-202605,模拟税费账户,所得税,0,496581,10414271,CNY,SYNTHETIC
KS-INJECTION-1000-B0455,2026-06-12,KS-INJECTION-1000-S-202606-1,模拟下游1,销售回款,2113014,0,12527285,CNY,SYNTHETIC
KS-INJECTION-1000-B0456,2026-06-13,KS-INJECTION-1000-S-202606-2,模拟下游2,销售回款,2050866,0,14578151,CNY,SYNTHETIC
KS-INJECTION-1000-B0457,2026-06-14,KS-INJECTION-1000-S-202606-3,模拟下游3,销售回款,2050865,0,16629016,CNY,SYNTHETIC
KS-INJECTION-1000-B0458,2026-06-16,KS-INJECTION-1000-P-202606-1,模拟原料商1,原料付款,0,1619601,15009415,CNY,SYNTHETIC
KS-INJECTION-1000-B0459,2026-06-17,KS-INJECTION-1000-P-202606-2,模拟原料商2,原料付款,0,1079733,13929682,CNY,SYNTHETIC
KS-INJECTION-1000-B0460,2026-06-25,KS-INJECTION-1000-PAY-202606,模拟工资代发,工资,0,520000,13409682,CNY,SYNTHETIC
KS-INJECTION-1000-B0461,2026-06-25,KS-INJECTION-1000-ELEC-202606,模拟供电结算,电费,0,273000,13136682,CNY,SYNTHETIC
KS-INJECTION-1000-B0462,2026-06-25,KS-INJECTION-1000-OPEX-202606,模拟费用结算,管理销售费用,0,320000,12816682,CNY,SYNTHETIC
KS-INJECTION-1000-B0463,2026-06-25,KS-INJECTION-1000-INT-202606,模拟融资机构,利息,0,25000,12791682,CNY,SYNTHETIC
KS-INJECTION-1000-B0464,2026-06-25,KS-INJECTION-1000-VAT-202606,模拟税费账户,增值税,0,411650,12380032,CNY,SYNTHETIC
KS-INJECTION-1000-B0465,2026-06-25,KS-INJECTION-1000-CIT-202606,模拟税费账户,所得税,0,462134,11917898,CNY,SYNTHETIC
KS-INJECTION-1000-B0466,2026-07-12,KS-INJECTION-1000-S-202607-1,模拟下游1,销售回款,2173386,0,14091284,CNY,SYNTHETIC
KS-INJECTION-1000-B0467,2026-07-13,KS-INJECTION-1000-S-202607-2,模拟下游2,销售回款,2109462,0,16200746,CNY,SYNTHETIC
KS-INJECTION-1000-B0468,2026-07-14,KS-INJECTION-1000-S-202607-3,模拟下游3,销售回款,2109462,0,18310208,CNY,SYNTHETIC
KS-INJECTION-1000-B0469,2026-07-16,KS-INJECTION-1000-P-202607-1,模拟原料商1,原料付款,0,1665874,16644334,CNY,SYNTHETIC
KS-INJECTION-1000-B0470,2026-07-17,KS-INJECTION-1000-P-202607-2,模拟原料商2,原料付款,0,1110583,15533751,CNY,SYNTHETIC
KS-INJECTION-1000-B0471,2026-07-25,KS-INJECTION-1000-PAY-202607,模拟工资代发,工资,0,520000,15013751,CNY,SYNTHETIC
KS-INJECTION-1000-B0472,2026-07-25,KS-INJECTION-1000-ELEC-202607,模拟供电结算,电费,0,280800,14732951,CNY,SYNTHETIC
KS-INJECTION-1000-B0473,2026-07-25,KS-INJECTION-1000-OPEX-202607,模拟费用结算,管理销售费用,0,320000,14412951,CNY,SYNTHETIC
KS-INJECTION-1000-B0474,2026-07-25,KS-INJECTION-1000-INT-202607,模拟融资机构,利息,0,25000,14387951,CNY,SYNTHETIC
KS-INJECTION-1000-B0475,2026-07-25,KS-INJECTION-1000-VAT-202607,模拟税费账户,增值税,0,423412,13964539,CNY,SYNTHETIC
KS-INJECTION-1000-B0476,2026-07-25,KS-INJECTION-1000-CIT-202607,模拟税费账户,所得税,0,482802,13481737,CNY,SYNTHETIC
KS-INJECTION-1000-B0477,2026-08-12,KS-INJECTION-1000-S-202608-1,模拟下游1,销售回款,2173386,0,15655123,CNY,SYNTHETIC
KS-INJECTION-1000-B0478,2026-08-13,KS-INJECTION-1000-S-202608-2,模拟下游2,销售回款,2109462,0,17764585,CNY,SYNTHETIC
KS-INJECTION-1000-B0479,2026-08-14,KS-INJECTION-1000-S-202608-3,模拟下游3,销售回款,2109462,0,19874047,CNY,SYNTHETIC
KS-INJECTION-1000-B0480,2026-08-16,KS-INJECTION-1000-P-202608-1,模拟原料商1,原料付款,0,1665874,18208173,CNY,SYNTHETIC
KS-INJECTION-1000-B0481,2026-08-17,KS-INJECTION-1000-P-202608-2,模拟原料商2,原料付款,0,1110583,17097590,CNY,SYNTHETIC
KS-INJECTION-1000-B0482,2026-08-25,KS-INJECTION-1000-PAY-202608,模拟工资代发,工资,0,520000,16577590,CNY,SYNTHETIC
KS-INJECTION-1000-B0483,2026-08-25,KS-INJECTION-1000-ELEC-202608,模拟供电结算,电费,0,280800,16296790,CNY,SYNTHETIC
KS-INJECTION-1000-B0484,2026-08-25,KS-INJECTION-1000-OPEX-202608,模拟费用结算,管理销售费用,0,320000,15976790,CNY,SYNTHETIC
KS-INJECTION-1000-B0485,2026-08-25,KS-INJECTION-1000-INT-202608,模拟融资机构,利息,0,25000,15951790,CNY,SYNTHETIC
KS-INJECTION-1000-B0486,2026-08-25,KS-INJECTION-1000-VAT-202608,模拟税费账户,增值税,0,423412,15528378,CNY,SYNTHETIC
KS-INJECTION-1000-B0487,2026-08-25,KS-INJECTION-1000-CIT-202608,模拟税费账户,所得税,0,482802,15045576,CNY,SYNTHETIC
