流水号,日期,关联单号,对手方,摘要,收入元,支出元,余额元,币种,标识
KS-LASER-500-B0396,2025-12-25,KS-LASER-500-INT-202512,模拟融资机构,利息,0,20000,7644891,CNY,SYNTHETIC
KS-LASER-500-B0397,2025-12-25,KS-LASER-500-VAT-202512,模拟税费账户,增值税,0,181313,7463578,CNY,SYNTHETIC
KS-LASER-500-B0398,2025-12-25,KS-LASER-500-CIT-202512,模拟税费账户,所得税,0,147430,7316148,CNY,SYNTHETIC
KS-LASER-500-B0399,2025-12-28,KS-LASER-500-DIV-2025,模拟股东,利润分配（筹资）,0,5316148,2000000,CNY,SYNTHETIC
KS-LASER-500-B0400,2026-01-12,KS-LASER-500-S-202601-1,模拟下游1,销售回款,914635,0,2914635,CNY,SYNTHETIC
KS-LASER-500-B0401,2026-01-13,KS-LASER-500-S-202601-2,模拟下游2,销售回款,800305,0,3714940,CNY,SYNTHETIC
KS-LASER-500-B0402,2026-01-14,KS-LASER-500-S-202601-3,模拟下游3,销售回款,571647,0,4286587,CNY,SYNTHETIC
KS-LASER-500-B0403,2026-01-16,KS-LASER-500-P-202601-1,模拟原料商1,原料付款,0,722080,3564507,CNY,SYNTHETIC
KS-LASER-500-B0404,2026-01-17,KS-LASER-500-P-202601-2,模拟原料商2,原料付款,0,481387,3083120,CNY,SYNTHETIC
KS-LASER-500-B0405,2026-01-25,KS-LASER-500-PAY-202601,模拟工资代发,工资,0,350000,2733120,CNY,SYNTHETIC
KS-LASER-500-B0406,2026-01-25,KS-LASER-500-ELEC-202601,模拟供电结算,电费,0,120000,2613120,CNY,SYNTHETIC
KS-LASER-500-B0407,2026-01-25,KS-LASER-500-OPEX-202601,模拟费用结算,管理销售费用,0,180000,2433120,CNY,SYNTHETIC
KS-LASER-500-B0408,2026-01-25,KS-LASER-500-INT-202601,模拟融资机构,利息,0,20000,2413120,CNY,SYNTHETIC
KS-LASER-500-B0409,2026-01-25,KS-LASER-500-VAT-202601,模拟税费账户,增值税,0,138452,2274668,CNY,SYNTHETIC
KS-LASER-500-B0410,2026-01-25,KS-LASER-500-CIT-202601,模拟税费账户,所得税,0,76254,2198414,CNY,SYNTHETIC
KS-LASER-500-B0411,2026-02-12,KS-LASER-500-S-202602-1,模拟下游1,销售回款,823181,0,3021595,CNY,SYNTHETIC
KS-LASER-500-B0412,2026-02-13,KS-LASER-500-S-202602-2,模拟下游2,销售回款,720284,0,3741879,CNY,SYNTHETIC
KS-LASER-500-B0413,2026-02-14,KS-LASER-500-S-202602-3,模拟下游3,销售回款,514488,0,4256367,CNY,SYNTHETIC
KS-LASER-500-B0414,2026-02-16,KS-LASER-500-P-202602-1,模拟原料商1,原料付款,0,649880,3606487,CNY,SYNTHETIC
KS-LASER-500-B0415,2026-02-17,KS-LASER-500-P-202602-2,模拟原料商2,原料付款,0,433253,3173234,CNY,SYNTHETIC
KS-LASER-500-B0416,2026-02-25,KS-LASER-500-PAY-202602,模拟工资代发,工资,0,350000,2823234,CNY,SYNTHETIC
KS-LASER-500-B0417,2026-02-25,KS-LASER-500-ELEC-202602,模拟供电结算,电费,0,108000,2715234,CNY,SYNTHETIC
KS-LASER-500-B0418,2026-02-25,KS-LASER-500-OPEX-202602,模拟费用结算,管理销售费用,0,180000,2535234,CNY,SYNTHETIC
KS-LASER-500-B0419,2026-02-25,KS-LASER-500-INT-202602,模拟融资机构,利息,0,20000,2515234,CNY,SYNTHETIC
KS-LASER-500-B0420,2026-02-25,KS-LASER-500-VAT-202602,模拟税费账户,增值税,0,124608,2390626,CNY,SYNTHETIC
KS-LASER-500-B0421,2026-02-25,KS-LASER-500-CIT-202602,模拟税费账户,所得税,0,52631,2337995,CNY,SYNTHETIC
KS-LASER-500-B0422,2026-03-12,KS-LASER-500-S-202603-1,模拟下游1,销售回款,1166182,0,3504177,CNY,SYNTHETIC
KS-LASER-500-B0423,2026-03-13,KS-LASER-500-S-202603-2,模拟下游2,销售回款,1020409,0,4524586,CNY,SYNTHETIC
KS-LASER-500-B0424,2026-03-14,KS-LASER-500-S-202603-3,模拟下游3,销售回款,728863,0,5253449,CNY,SYNTHETIC
KS-LASER-500-B0425,2026-03-16,KS-LASER-500-P-202603-1,模拟原料商1,原料付款,0,920670,4332779,CNY,SYNTHETIC
KS-LASER-500-B0426,2026-03-17,KS-LASER-500-P-202603-2,模拟原料商2,原料付款,0,613780,3718999,CNY,SYNTHETIC
KS-LASER-500-B0427,2026-03-25,KS-LASER-500-PAY-202603,模拟工资代发,工资,0,350000,3368999,CNY,SYNTHETIC
KS-LASER-500-B0428,2026-03-25,KS-LASER-500-ELEC-202603,模拟供电结算,电费,0,153000,3215999,CNY,SYNTHETIC
KS-LASER-500-B0429,2026-03-25,KS-LASER-500-OPEX-202603,模拟费用结算,管理销售费用,0,180000,3035999,CNY,SYNTHETIC
KS-LASER-500-B0430,2026-03-25,KS-LASER-500-INT-202603,模拟融资机构,利息,0,20000,3015999,CNY,SYNTHETIC
KS-LASER-500-B0431,2026-03-25,KS-LASER-500-VAT-202603,模拟税费账户,增值税,0,176529,2839470,CNY,SYNTHETIC
KS-LASER-500-B0432,2026-03-25,KS-LASER-500-CIT-202603,模拟税费账户,所得税,0,141230,2698240,CNY,SYNTHETIC
KS-LASER-500-B0433,2026-04-12,KS-LASER-500-S-202604-1,模拟下游1,销售回款,1211908,0,3910148,CNY,SYNTHETIC
KS-LASER-500-B0434,2026-04-13,KS-LASER-500-S-202604-2,模拟下游2,销售回款,1060419,0,4970567,CNY,SYNTHETIC
KS-LASER-500-B0435,2026-04-14,KS-LASER-500-S-202604-3,模拟下游3,销售回款,757444,0,5728011,CNY,SYNTHETIC
KS-LASER-500-B0436,2026-04-16,KS-LASER-500-P-202604-1,模拟原料商1,原料付款,0,956770,4771241,CNY,SYNTHETIC
KS-LASER-500-B0437,2026-04-17,KS-LASER-500-P-202604-2,模拟原料商2,原料付款,0,637846,4133395,CNY,SYNTHETIC
KS-LASER-500-B0438,2026-04-25,KS-LASER-500-PAY-202604,模拟工资代发,工资,0,350000,3783395,CNY,SYNTHETIC
KS-LASER-500-B0439,2026-04-25,KS-LASER-500-ELEC-202604,模拟供电结算,电费,0,159000,3624395,CNY,SYNTHETIC
KS-LASER-500-B0440,2026-04-25,KS-LASER-500-OPEX-202604,模拟费用结算,管理销售费用,0,180000,3444395,CNY,SYNTHETIC
KS-LASER-500-B0441,2026-04-25,KS-LASER-500-INT-202604,模拟融资机构,利息,0,20000,3424395,CNY,SYNTHETIC
KS-LASER-500-B0442,2026-04-25,KS-LASER-500-VAT-202604,模拟税费账户,增值税,0,183452,3240943,CNY,SYNTHETIC
KS-LASER-500-B0443,2026-04-25,KS-LASER-500-CIT-202604,模拟税费账户,所得税,0,153041,3087902,CNY,SYNTHETIC
KS-LASER-500-B0444,2026-05-12,KS-LASER-500-S-202605-1,模拟下游1,销售回款,1257636,0,4345538,CNY,SYNTHETIC
KS-LASER-500-B0445,2026-05-13,KS-LASER-500-S-202605-2,模拟下游2,销售回款,1100431,0,5445969,CNY,SYNTHETIC
KS-LASER-500-B0446,2026-05-14,KS-LASER-500-S-202605-3,模拟下游3,销售回款,786022,0,6231991,CNY,SYNTHETIC
KS-LASER-500-B0447,2026-05-16,KS-LASER-500-P-202605-1,模拟原料商1,原料付款,0,992870,5239121,CNY,SYNTHETIC
KS-LASER-500-B0448,2026-05-17,KS-LASER-500-P-202605-2,模拟原料商2,原料付款,0,661913,4577208,CNY,SYNTHETIC
KS-LASER-500-B0449,2026-05-25,KS-LASER-500-PAY-202605,模拟工资代发,工资,0,350000,4227208,CNY,SYNTHETIC
KS-LASER-500-B0450,2026-05-25,KS-LASER-500-ELEC-202605,模拟供电结算,电费,0,165000,4062208,CNY,SYNTHETIC
KS-LASER-500-B0451,2026-05-25,KS-LASER-500-OPEX-202605,模拟费用结算,管理销售费用,0,180000,3882208,CNY,SYNTHETIC
KS-LASER-500-B0452,2026-05-25,KS-LASER-500-INT-202605,模拟融资机构,利息,0,20000,3862208,CNY,SYNTHETIC
KS-LASER-500-B0453,2026-05-25,KS-LASER-500-VAT-202605,模拟税费账户,增值税,0,190374,3671834,CNY,SYNTHETIC
KS-LASER-500-B0454,2026-05-25,KS-LASER-500-CIT-202605,模拟税费账户,所得税,0,164852,3506982,CNY,SYNTHETIC
KS-LASER-500-B0455,2026-06-12,KS-LASER-500-S-202606-1,模拟下游1,销售回款,1200452,0,4707434,CNY,SYNTHETIC
KS-LASER-500-B0456,2026-06-13,KS-LASER-500-S-202606-2,模拟下游2,销售回款,1050395,0,5757829,CNY,SYNTHETIC
KS-LASER-500-B0457,2026-06-14,KS-LASER-500-S-202606-3,模拟下游3,销售回款,750282,0,6508111,CNY,SYNTHETIC
KS-LASER-500-B0458,2026-06-16,KS-LASER-500-P-202606-1,模拟原料商1,原料付款,0,947725,5560386,CNY,SYNTHETIC
KS-LASER-500-B0459,2026-06-17,KS-LASER-500-P-202606-2,模拟原料商2,原料付款,0,631817,4928569,CNY,SYNTHETIC
KS-LASER-500-B0460,2026-06-25,KS-LASER-500-PAY-202606,模拟工资代发,工资,0,350000,4578569,CNY,SYNTHETIC
KS-LASER-500-B0461,2026-06-25,KS-LASER-500-ELEC-202606,模拟供电结算,电费,0,157500,4421069,CNY,SYNTHETIC
KS-LASER-500-B0462,2026-06-25,KS-LASER-500-OPEX-202606,模拟费用结算,管理销售费用,0,180000,4241069,CNY,SYNTHETIC
KS-LASER-500-B0463,2026-06-25,KS-LASER-500-INT-202606,模拟融资机构,利息,0,20000,4221069,CNY,SYNTHETIC
KS-LASER-500-B0464,2026-06-25,KS-LASER-500-VAT-202606,模拟税费账户,增值税,0,181717,4039352,CNY,SYNTHETIC
KS-LASER-500-B0465,2026-06-25,KS-LASER-500-CIT-202606,模拟税费账户,所得税,0,150081,3889271,CNY,SYNTHETIC
KS-LASER-500-B0466,2026-07-12,KS-LASER-500-S-202607-1,模拟下游1,销售回款,1234723,0,5123994,CNY,SYNTHETIC
KS-LASER-500-B0467,2026-07-13,KS-LASER-500-S-202607-2,模拟下游2,销售回款,1080382,0,6204376,CNY,SYNTHETIC
KS-LASER-500-B0468,2026-07-14,KS-LASER-500-S-202607-3,模拟下游3,销售回款,771702,0,6976078,CNY,SYNTHETIC
KS-LASER-500-B0469,2026-07-16,KS-LASER-500-P-202607-1,模拟原料商1,原料付款,0,974781,6001297,CNY,SYNTHETIC
KS-LASER-500-B0470,2026-07-17,KS-LASER-500-P-202607-2,模拟原料商2,原料付款,0,649854,5351443,CNY,SYNTHETIC
KS-LASER-500-B0471,2026-07-25,KS-LASER-500-PAY-202607,模拟工资代发,工资,0,350000,5001443,CNY,SYNTHETIC
KS-LASER-500-B0472,2026-07-25,KS-LASER-500-ELEC-202607,模拟供电结算,电费,0,162000,4839443,CNY,SYNTHETIC
KS-LASER-500-B0473,2026-07-25,KS-LASER-500-OPEX-202607,模拟费用结算,管理销售费用,0,180000,4659443,CNY,SYNTHETIC
KS-LASER-500-B0474,2026-07-25,KS-LASER-500-INT-202607,模拟融资机构,利息,0,20000,4639443,CNY,SYNTHETIC
KS-LASER-500-B0475,2026-07-25,KS-LASER-500-VAT-202607,模拟税费账户,增值税,0,186905,4452538,CNY,SYNTHETIC
KS-LASER-500-B0476,2026-07-25,KS-LASER-500-CIT-202607,模拟税费账户,所得税,0,158932,4293606,CNY,SYNTHETIC
KS-LASER-500-B0477,2026-08-12,KS-LASER-500-S-202608-1,模拟下游1,销售回款,1234723,0,5528329,CNY,SYNTHETIC
KS-LASER-500-B0478,2026-08-13,KS-LASER-500-S-202608-2,模拟下游2,销售回款,1080382,0,6608711,CNY,SYNTHETIC
KS-LASER-500-B0479,2026-08-14,KS-LASER-500-S-202608-3,模拟下游3,销售回款,771702,0,7380413,CNY,SYNTHETIC
KS-LASER-500-B0480,2026-08-16,KS-LASER-500-P-202608-1,模拟原料商1,原料付款,0,974781,6405632,CNY,SYNTHETIC
KS-LASER-500-B0481,2026-08-17,KS-LASER-500-P-202608-2,模拟原料商2,原料付款,0,649854,5755778,CNY,SYNTHETIC
KS-LASER-500-B0482,2026-08-25,KS-LASER-500-PAY-202608,模拟工资代发,工资,0,350000,5405778,CNY,SYNTHETIC
KS-LASER-500-B0483,2026-08-25,KS-LASER-500-ELEC-202608,模拟供电结算,电费,0,162000,5243778,CNY,SYNTHETIC
KS-LASER-500-B0484,2026-08-25,KS-LASER-500-OPEX-202608,模拟费用结算,管理销售费用,0,180000,5063778,CNY,SYNTHETIC
KS-LASER-500-B0485,2026-08-25,KS-LASER-500-INT-202608,模拟融资机构,利息,0,20000,5043778,CNY,SYNTHETIC
KS-LASER-500-B0486,2026-08-25,KS-LASER-500-VAT-202608,模拟税费账户,增值税,0,186905,4856873,CNY,SYNTHETIC
KS-LASER-500-B0487,2026-08-25,KS-LASER-500-CIT-202608,模拟税费账户,所得税,0,158932,4697941,CNY,SYNTHETIC
